YEAR,NAME,AGE,ASCENT,TOTAL
1986,PETER D FAIRCHILD,34.0,3.359,5.28
1986,BILL CICCONE,20.0,3.017,5.316
1986,GARY L WHITLOCK,46.0,3.509,5.325
1986,BRAD OBERLIN,26.0,3.468,5.331
1986,ROB H PARKER,37.0,3.356,5.337
1986,CRAIG FEAGINS,39.0,3.397,5.343
1986,JOE PAVLUS,42.0,3.412,5.346
1986,LEE TERRY,45.0,3.412,5.351
1986,FRANZ MAY,49.0,3.443,5.356
1986,NEIL L UTZ,42.0,3.329,5.357
1986,ERIC SCHAETZEL,22.0,3.31,5.359
1986,ROGER PATRIZIO,30.0,3.412,5.372
1986,RONALD SCOTT,36.0,3.517,5.386
1986,PETER L DUPRE,34.0,3.45,5.413
1986,SCOTT A SELLS,30.0,3.586,5.434
1986,RICHARD BAUGHMAN,45.0,3.541,5.448
1986,BRITT CLAYTON,26.0,3.238,5.461
1986,JOHN F CAMPBELL,41.0,3.514,5.479
1986,MARC A BERGMAN,34.0,3.354,5.498
1986,STEVE HENNING,29.0,3.357,5.503
1986,STEVE KENTZ,35.0,3.511,5.536
1986,BRETT MANGES,21.0,3.703,5.542
1986,ALBERT PERESSINOTTO,41.0,3.54,5.542
1986,SCOTT SWANEY,38.0,3.704,5.549
1986,DON POTTER,49.0,3.517,5.55
1986,TREY NOLEN,22.0,3.65,5.563
1986,BUTCH NEZVENSKY,31.0,3.278,5.565
1986,JOHN MACDONALD,41.0,3.358,5.577
1986,HAROLD DAVID MELLER,40.0,3.531,5.579
1986,JAMES RODMAN,39.0,3.586,5.581
1986,LARRY SWANSON,35.0,3.267,5.593
1986,DOUG GORMAN,29.0,3.335,5.62
1986,MARC S HARDIN,35.0,3.645,5.638
1986,MEL E DOWNS,43.0,3.571,5.649
1986,LOREN LEW,32.0,3.763,5.657
1986,DOUG PORTER,30.0,3.666,5.66
1986,BUCK WALSH,45.0,3.569,5.663
1986,STEPHEN GREEN,28.0,3.559,5.664
1986,PATRICK B MOFFAT,36.0,3.409,5.669
1986,DANIEL HUFFMAN,27.0,3.452,5.671
1986,JOHN W WILSON,28.0,3.566,5.696
1986,DENNIS J NORMOYLE,42.0,3.62,5.703
1986,EARL E WEBB,41.0,3.387,5.714
1986,JON ALLEN,45.0,3.516,5.716
1986,MARVIN EARL POWERS,58.0,3.648,5.72
1986,MARIO MACHADO,26.0,3.665,5.729
1986,CRAIG HICKETHIER,45.0,3.793,5.729
1986,ECKART LEMBERG,58.0,3.604,5.734
1986,MICHAEL J HAUCK,27.0,3.628,5.737
1986,LARRY H STEVENS,44.0,3.716,5.744
1986,KEVIN O'GRADY,27.0,3.538,5.745
1986,JACK MADER,41.0,3.722,5.748
1986,ROY HOLMAN,30.0,3.678,5.751
1986,AL PEDERSEN,51.0,3.725,5.758
1986,GREGG ABELL,38.0,3.581,5.76
1986,CLIFFORD C DOUGHTY,55.0,3.509,5.762
1986,BRUCE POTTER,24.0,3.614,5.766
1986,EDWIN MICHELL,56.0,3.596,5.767
1986,BILL STAHL,27.0,3.463,5.775
1986,ROGER ALLISON,45.0,3.586,5.775
1986,BILLY WYCKOFF,22.0,3.848,5.779
1986,JEFFREY D CHOWNING,25.0,3.483,5.785
1986,MARSHALL ULRICH,35.0,3.65,5.802
1986,DANA R ROUECHE,29.0,3.732,5.804
1986,KEVIN C UTLEY,31.0,3.51,5.809
1986,JACK MOORE,27.0,3.537,5.822
1986,JOHN BODDINGTON,39.0,3.721,5.827
1986,CLARK PICKART,32.0,3.248,5.834
1986,CARLOS ARELLANES,30.0,3.896,5.836
1986,JACK ROBERT HOYT,41.0,3.687,5.84
1986,JAMES DISNEY,47.0,3.751,5.848
1986,ARTHUR S OLSON,37.0,3.75,5.848
1986,BILL C THIEDE,44.0,3.646,5.849
1986,CAMPBELL OETTER,29.0,3.792,5.853
1986,VERNARD F BOND,36.0,3.85,5.854
1986,RONALD P FURSTENAU,30.0,3.649,5.861
1986,PATRICK LOWE,37.0,3.46,5.866
1986,RANDALL PORTER,38.0,3.666,5.887
1986,WILLIAM GARNER,36.0,3.516,5.889
1986,RICK VAN HOORNE,32.0,3.77,5.897
1986,JOHN SIEMON,31.0,3.486,5.908
1986,STEVE M COMBS,32.0,3.184,5.919
1986,MURRAY COLLETTE,38.0,3.621,5.92
1986,JIM HAACK,30.0,3.285,5.926
1986,GEORGE H MINEAH,47.0,3.785,5.955
1986,ADAM LANNING,31.0,3.561,5.967
1986,ALBERT MILLER,32.0,3.849,5.984
1986,RAMOND DELRIO,24.0,3.41,5.99
1986,DANNY E WIEST,46.0,3.722,5.996
1986,MICHAEL MARSHALL,34.0,3.839,6.002
1986,WILLIAM A MONTGOMERY,32.0,3.853,6.01
1986,WARREN C ROBERTS,32.0,3.676,6.016
1986,CARL E LINDSTROM,36.0,3.491,6.019
1986,JAMES CYGAN,19.0,3.201,6.021
1986,JOHN C WILTON,36.0,3.753,6.022
1986,JACK CAMPBELL,46.0,3.749,6.022
1986,RICHARD HYPIO,30.0,3.733,6.036
1986,GARY TADIE,30.0,3.66,6.045
1986,MARK BROWN,39.0,3.897,6.047
1986,MICHAEL E ALLEN,45.0,3.664,6.048
1986,STEVEN C KAISER,32.0,3.519,6.055
1986,OSCAR MCKINLEY,34.0,3.838,6.063
1986,WILLIAM RAHLING,41.0,3.61,6.064
1986,ED SEWESTER,23.0,3.753,6.075
1986,GLEN A LAW,35.0,3.728,6.084
1986,PHILIP A TROUP,40.0,3.616,6.096
1986,RON LOWY,43.0,4.096,6.102
1986,DALE GREEN,49.0,3.98,6.129
1986,RICK ROBERTS,31.0,3.898,6.134
1986,JOHN REIFSTECK,33.0,3.704,6.135
1986,PETER COFFIN,41.0,3.929,6.139
1986,PAUL D GOLDEN,29.0,3.561,6.151
1986,ROBERT EICHSTAEDT,39.0,3.17,6.193
1986,JOE BOWMAN,31.0,3.958,6.2
1986,LEONARD CAIN,37.0,3.85,6.214
1986,SCOTT H ROBINSON,36.0,4.146,6.221
1986,WILLIAM MURPHY,26.0,3.921,6.241
1986,STEVEN ADAM BAIN,38.0,3.846,6.248
1986,BOB ELLIS,40.0,3.748,6.25
1986,PETER MIKE GSTALDER,32.0,3.691,6.252
1986,PAUL BARKER,39.0,3.747,6.256
1986,KEN MEADE,28.0,3.858,6.256
1986,CRAIG CHAMBERS,37.0,3.846,6.257
1986,RICK NORKIN,43.0,4.053,6.26
1986,MARK BARNES,33.0,4.256,6.276
1986,BRYANT BOURGOIN,36.0,3.968,6.294
1986,GILBERT A SCOTT,39.0,3.585,6.317
1986,ADOLPH C MONTANA,36.0,3.959,6.319
1986,RYUNOSUKE NAKAJIMA,22.0,3.89,6.326
1986,LARRY D GARTNER,40.0,3.769,6.327
1986,DARYL BENNETT,35.0,3.516,6.335
1986,ROBERT LANG,47.0,3.985,6.341
1986,DOUGLASS M ALLEN,45.0,3.748,6.358
1986,GORDON E HARDMAN,35.0,4.262,6.358
1986,ROBERT OWEN,39.0,4.17,6.365
1986,BILL GALLEGOS,56.0,4.255,6.366
1986,RUSS MELANSON,51.0,4.306,6.383
1986,BRENTON H BUXTON,23.0,4.145,6.388
1986,HURLEY MITCHELL,39.0,3.896,6.389
1986,WARREN L PIERCE,44.0,3.849,6.393
1986,RON D MCDUFF,38.0,4.079,6.394
1986,WILLIAM B LEE III,37.0,4.167,6.401
1986,WILLIAM MOYER,37.0,3.959,6.406
1986,WILLIAM N RICKETTS,29.0,3.892,6.408
1986,JACKIE L EDMONDS,38.0,4.02,6.414
1986,STEVEN SMITH,25.0,3.885,6.42
1986,JAMES FLUHARTY,30.0,4.186,6.422
1986,TAGHI JABARI,36.0,3.959,6.425
1986,WENDELL HARPER,39.0,4.231,6.429
1986,COLIN J SCHMIDT,35.0,3.695,6.431
1986,ROBERT E BOICE,41.0,4.048,6.433
1986,GARY SMITH,45.0,4.062,6.444
1986,ROCKY KHOSLA,27.0,3.892,6.451
1986,ROGER JONES,47.0,4.021,6.453
1986,JOHN F VANNEMAN,43.0,3.898,6.458
1986,STEPHEN M STITH,41.0,4.048,6.464
1986,BILL SEWESTER,25.0,3.848,6.485
1986,KEN HOWARD,40.0,4.133,6.487
1986,JOSEPH LAVIN,22.0,3.838,6.493
1986,MICHAEL BLANCHARD,25.0,4.139,6.497
1986,GARY ZICKER,35.0,3.958,6.511
1986,MICHAEL E MACEYKO,39.0,3.997,6.522
1986,NEVIO DOBRY,47.0,3.938,6.541
1986,DON VSETECKA,40.0,4.119,6.558
1986,DONG NGO,48.0,4.18,6.572
1986,MARK SPRADLEY,44.0,4.032,6.589
1986,JOSE J VALDES,34.0,3.463,6.59
1986,LARRY J COOK,31.0,4.051,6.591
1986,JEFFERY HILL,30.0,4.34,6.594
1986,ROBERT L HARRISON,38.0,3.892,6.598
1986,JOHN HALE,63.0,4.051,6.608
1986,MARIO C DELALOYE,56.0,4.229,6.611
1986,MICHAEL J DONOHOE,43.0,4.226,6.612
1986,RICHARD STIENMIER,50.0,4.074,6.625
1986,ANDY ANDRES,26.0,4.439,6.632
1986,DAVID A PFISTER,42.0,3.943,6.654
1986,GEORDIE FREI,27.0,4.156,6.658
1986,MICHAEL SWING,30.0,4.289,6.702
1986,ROBERT LOPEZ,50.0,4.446,6.717
1986,BOB KRAYL,47.0,4.199,6.743
1986,ERIK E CARLSON,45.0,4.094,6.755
1986,MIKE K REYNOLDS,38.0,4.137,6.776
1986,CRAIG T SCHAFER,59.0,4.254,6.78
1986,VIRGIL E SCHLACK,64.0,4.368,6.782
1986,MELVIN EDINGTON,37.0,4.228,6.793
1986,KENNETH A DAVIS,42.0,3.809,6.807
1986,DAVID RODRIGUEZ,38.0,4.559,6.82
1986,PHIL CARTER,41.0,4.433,6.826
1986,KEN ROPP,35.0,3.979,6.828
1986,JOHN CONDRON,29.0,4.296,6.83
1986,BRIAN CHRISTOFFEL,36.0,4.471,6.842
1986,ED EPPERSON,47.0,4.084,6.873
1986,PAUL MCCOLLOUGH,27.0,4.447,6.883
1986,RICHARD HEARN,56.0,4.377,6.891
1986,DONALD HIGGINS,39.0,4.227,6.901
1986,RICHARD - HEARN,30.0,4.194,6.906
1986,CLARENCE TRICE,34.0,4.543,6.955
1986,THOMAS M KING,23.0,3.853,6.958
1986,BILL HARRELL,35.0,4.364,6.974
1986,ADAM LANNING III,56.0,4.288,7.081
1986,DENNIS E WOLFE,33.0,4.222,7.091
1986,ARTHUR J KERNS,48.0,4.544,7.104
1986,JAMES SCHMITZ,29.0,4.489,7.2
1986,GERALD BROHERTON,66.0,4.464,7.213
1986,STEPHEN BOWLES,36.0,4.496,7.249
1986,JOHN ROTEN,28.0,4.585,7.277
1986,JOHN F COPLEY,50.0,4.408,7.283
1986,MONTE DZURENKO,24.0,4.389,7.284
1986,RICHARD H EDWARDS,44.0,4.767,7.297
1986,ROGER THOMPSON,38.0,4.306,7.299
1986,DON SMITH,48.0,4.436,7.341
1986,STEVE HANSEN,37.0,4.582,7.366
1986,MAX W HOOPER,39.0,4.582,7.366
1986,ROBERT A KALENIAN,37.0,4.701,7.371
1986,ROBERT B BARKER,49.0,4.474,7.387
1986,RICHARD TOMILINSON,46.0,4.892,7.4
1986,TOM PLEMONES,53.0,4.725,7.448
1986,MARTIN BLASER,53.0,5.032,7.459
1986,LARRY G KUOSMAN,46.0,3.899,7.47
1986,DAVE THORPE,42.0,4.772,7.498
1986,JAMES E BURKE,50.0,4.972,7.545
1986,JOHN D HALL,39.0,4.629,7.556
1986,LENY PERREIRA,40.0,4.352,7.569
1986,BODO H SCHULTZ,38.0,5.03,7.578
1986,GLENN JIVIDEN,53.0,4.619,7.601
1986,THOMAS NORMOYLE,45.0,4.941,7.611
1986,OTIS EDGE,48.0,4.239,7.643
1986,DANIEL WINARSKI,37.0,4.292,7.647
1986,GREGORY H CUPP,34.0,4.697,7.647
1986,TEDDY HIGGINS,34.0,5.057,7.656
1986,PETER SCHEIBENREIF,39.0,3.887,7.661
1986,ROBERT HANSEN,60.0,4.448,7.709
1986,CHRIS STRONG,29.0,4.689,7.733
1986,EARL WERT,73.0,4.436,7.763
1986,CARL PANZARELLA,39.0,4.572,7.792
1986,WERNER HELLMUTH,55.0,4.584,7.852
1986,PETER M BUTLER,54.0,4.171,7.877
1986,MARLOW KIRK,45.0,4.947,7.889
1986,ROGER CONNERY,49.0,4.948,7.976
1986,GARY SEAMAN,34.0,4.775,7.988
1986,DAVID E SMITH,32.0,4.857,8.027
1986,LARRY FINKBEINER,44.0,4.717,8.132
1986,ROBERT T MILHOUS,49.0,4.581,8.173
1986,BIRGER LARSEN,69.0,4.959,8.373
1986,JIM D JOHNSON,50.0,4.542,8.446
1986,MICHAEL DAVIDSON,34.0,5.431,8.523
1986,RICHARD HALLACY,31.0,5.523,8.669
1986,JOHN W HAMPTON,71.0,5.45,8.764
1986,LARRY D MAGEE,47.0,5.473,8.946
1986,DANIEL VAN DUSER,31.0,5.502,9.12
1986,RICK E JOHNSON,37.0,5.692,9.164
1986,PETER JOHN JOHNSON,36.0,5.804,9.282
1986,ROY LANGSTON,40.0,5.449,9.312
1986,DAVID CARSON,39.0,4.956,9.645
1986,CLIFTON CASTIGLIA,36.0,6.061,9.998
1987,SHELDON A LARSON,27.0,2.295,3.699
1987,TOM SOBAL,29.0,2.475,3.971
1987,MARK E BARBOUR,27.0,,3.981
1987,KEVIN P COONEY,31.0,,4.087
1987,RANDY G ISLER,30.0,,4.139
1987,EDDIE MULKEY,29.0,2.617,4.201
1987,JAMES E OBERHEIDE,42.0,,4.204
1987,NEAL J BEIDLEMAN,27.0,,4.211
1987,RANDY WINN,37.0,,4.219
1987,JIM B HEIDELBERG,28.0,,4.222
1987,MICHAEL S DONOVAN,35.0,,4.234
1987,STEWART DUTFIELD,32.0,,4.268
1987,BOB JOHNS,35.0,,4.302
1987,BILL DUNKELBERGER,31.0,,4.377
1987,JAMES A KAHKOSKA,27.0,2.869,4.443
1987,BRAD L SMITH,43.0,,4.449
1987,STEVE KAUFFMAN,24.0,,4.476
1987,RICHARD E JOHNSON,45.0,2.741,4.495
1987,ROGER WASHBURN,39.0,,4.537
1987,TIM CAMERON,37.0,,4.598
1987,RICK REIMER,38.0,,4.602
1987,MICHAEL C HUSEBY,40.0,,4.609
1987,GORDON E HARDMAN,36.0,,4.614
1987,MICHAL MAUTH,29.0,,4.673
1987,MICHAEL S TRAVIS,32.0,,4.678
1987,DAVID L VUKELICH,38.0,,4.695
1987,RICHARD A MATTSON,32.0,,4.703
1987,JIM J MCNALLY,33.0,,4.706
1987,RAYMOND BAILEY,30.0,,4.735
1987,BILL L COFFELT,27.0,2.869,4.74
1987,DONALD P KANAGY,37.0,,4.749
1987,RICK REID,41.0,,4.797
1987,BOB ANDERSON,42.0,,4.8
1987,ROBERT C REEDY,45.0,,4.808
1987,STEVE GALLEGOS,32.0,,4.824
1987,STEVE MALONEY,41.0,,4.835
1987,DAVID G SWANSON,28.0,,4.858
1987,BRYAN A ANDERSON,24.0,,4.861
1987,MICHAEL CAMPBELL,28.0,,4.893
1987,JERRY LEHMAN,30.0,,4.899
1987,BUTCH ALEXANDER,34.0,,4.917
1987,MARLIN W SUTTON,31.0,,4.917
1987,DICK CURTIS,42.0,,4.933
1987,DAVID FRISCH,33.0,,4.956
1987,TERRY G LEEPER,43.0,,4.963
1987,GLEN O STRAND,42.0,,4.964
1987,MARC A BERGMAN,35.0,,4.969
1987,PETER D FAIRCHILD,35.0,,4.974
1987,BRAD W BEARSHEART,25.0,,4.981
1987,RONALD P FURSTENAU,31.0,,5.019
1987,CORK HODGE,31.0,,5.036
1987,DAVID L BOWER,32.0,,5.065
1987,JIM BOCK,37.0,,5.073
1987,BILL TORREY,32.0,,5.076
1987,ELDON C CORNISH,50.0,,5.094
1987,HARRY W LADEWIG,36.0,3.405,5.112
1987,PAUL GOORIS,33.0,,5.118
1987,GREG K BAFFORD,41.0,,5.139
1987,TOM D HAGGARD,52.0,,5.147
1987,ANDREW L LAWSON,25.0,,5.159
1987,ROB H PARKER,38.0,,5.183
1987,DON POTTER,50.0,,5.201
1987,RICHARD MAYER,29.0,,5.248
1987,MARC S HARDIN,36.0,,5.251
1987,PAUL VON DER GATHEN,46.0,,5.261
1987,ROD COPELAND,31.0,,5.271
1987,TODD SOULE,24.0,,5.271
1987,HARALD E FRICKER,27.0,,5.271
1987,CARL ARELLANO,28.0,,5.276
1987,BRUCE WALLNER,29.0,,5.276
1987,LARRY EVERLY,37.0,,5.279
1987,WAYNE PETERSEN,32.0,,5.281
1987,KENNETH DAVIS,22.0,,5.31
1987,CHARLES STINNETT,54.0,,5.332
1987,JIM T WESTMORELAND,36.0,,5.346
1987,FREDERICK W ROSS III,41.0,,5.367
1987,DANIEL ADAMS,29.0,,5.377
1987,RICHARD HYPIO,31.0,,5.379
1987,ROBERT SLOCKBOWER,33.0,,5.379
1987,JOHN K HOBBS,42.0,,5.396
1987,TIM D LADEWIG,41.0,,5.397
1987,CRAIG FEAGINS,40.0,,5.42
1987,MIKE SWING,31.0,,5.481
1987,CARY GRINOLD,32.0,,5.49
1987,ECKART LEMBERG,59.0,,5.495
1987,TONY KRAMER,41.0,,5.496
1987,TERRY BIEVER,21.0,,5.503
1987,TIM A EDGAR,35.0,,5.506
1987,EDWIN R MIGHELL,57.0,,5.51
1987,DONALD GRIFFITHS,37.0,,5.511
1987,RICHARD L WAUFLE,46.0,,5.529
1987,MICHAEL KING,31.0,,5.535
1987,RONALD SCOTT,37.0,,5.536
1987,GARY ZICKER,36.0,,5.546
1987,MEL E DOWNS,44.0,,5.555
1987,ALFIE PENA,38.0,,5.566
1987,RAND J PODELL,35.0,,5.566
1987,ROB D LADEWIG,37.0,,5.579
1987,ALAN R JOHNSON,39.0,,5.593
1987,DANNY E WIEST,47.0,,5.6
1987,ROGER ALLISON,46.0,,5.604
1987,PHILIP W FOSTER,53.0,,5.607
1987,CAL H SMITH,38.0,,5.619
1987,GARY BRICKLER,38.0,,5.624
1987,JOSEPH J KENNY,29.0,,5.637
1987,EDWARD HOPEN,29.0,,5.649
1987,JACK PETTRY,40.0,,5.65
1987,ERIK W SCHNEIDER,18.0,,5.656
1987,STEFAN ROHLFS,16.0,,5.66
1987,BILL MAXWELL,35.0,,5.661
1987,JAY ARMSTRONG,30.0,,5.661
1987,LEE TERRY,46.0,,5.663
1987,KARL HUMMEL,33.0,,5.668
1987,MARSHALL ULRICH,36.0,,5.675
1987,MARK SPRADLEY,45.0,,5.685
1987,EDSON L SANCHES,37.0,,5.689
1987,BRIAN HICKLING,50.0,,5.703
1987,LARRY P AVERY,46.0,,5.707
1987,JOE BOWMAN,32.0,,5.714
1987,TAGHI JABARI,37.0,,5.715
1987,JIM HAACK,31.0,,5.721
1987,RANDALL PORTER,39.0,,5.724
1987,TROY W PARNELL,36.0,,5.732
1987,DANIEL L FRANCIS,32.0,,5.737
1987,WILLIAM B LEE III,38.0,,5.777
1987,MATTHEW BOLIEAU,29.0,,5.782
1987,DAN L KAPKE,36.0,,5.82
1987,DOUGLAS BARLOW,30.0,,5.836
1987,WILLIAM C KOERNER,46.0,,5.843
1987,EFRAIN GONZALEZ,40.0,,5.852
1987,GENE KENNEDY,48.0,,5.858
1987,TED WALKER,33.0,,5.868
1987,DANA R ROUECHE,30.0,,5.871
1987,LIONEL O ORTEGA,65.0,,5.873
1987,JACKIE L EDMONDS,39.0,,5.875
1987,MARK RIEMAN,26.0,,5.879
1987,GREG HOLLAND,24.0,,5.897
1987,JOHN C WILTON,37.0,,5.918
1987,DAN L KRIDELBAUGH,34.0,,5.947
1987,DOUG PORTER,31.0,,5.957
1987,CHUCK THIES,41.0,,5.957
1987,PAUL BERGMAN,56.0,,5.971
1987,GLEN A LAW,36.0,,5.988
1987,DALE GREEN,50.0,,6.003
1987,TIMOTHY R MITROS,28.0,,6.01
1987,RODGER SACK,40.0,,6.011
1987,ROBERT FARAH,25.0,,6.035
1987,PAUL D GOLDEN,30.0,,6.037
1987,ROBERT LOPEZ,51.0,,6.049
1987,STU METCALFE,39.0,,6.05
1987,MIKE PRINCE,33.0,,6.063
1987,HAROLD H DUFF,51.0,,6.075
1987,LEO LAVENDER,47.0,,6.076
1987,THOMAS M GIBSON,26.0,,6.083
1987,ANTHONY J DEBRUNO,29.0,,6.089
1987,MIKE VIGIL,33.0,,6.091
1987,JACK O EVANS,40.0,,6.116
1987,CLARENCE TRICE,35.0,,6.116
1987,BRUCE BATTING,50.0,,6.169
1987,ROBERT S HELLER,43.0,,6.178
1987,KENNETH FISHER,36.0,,6.192
1987,JACK ROBERT HOYT,42.0,,6.201
1987,MICHAEL SMITH,42.0,,6.233
1987,THOMAS FOWLER,32.0,,6.207
1987,HAROLD DAVID MELLER,41.0,,6.237
1987,JERRY WALLACE,36.0,,6.238
1987,DENNIS E HINKLE,45.0,,6.241
1987,MICHAEL MARSHALL,35.0,,6.246
1987,BUTCH NEZVENSKY,32.0,,6.258
1987,BUD SNOTHERLY,48.0,,6.286
1987,LARRY S ROSENTHAL,44.0,,6.301
1987,ROBERT LANG,48.0,,6.346
1987,JOHN H RUSSELL,40.0,,6.353
1987,DENNIS HAGELE,43.0,,6.377
1987,STEPHEN M STITH,42.0,,6.389
1987,JOHN K WOODRUFF,46.0,,6.395
1987,VINCENT E ALBERT,52.0,,6.399
1987,JAMES FUNDERBURGH,42.0,,6.401
1987,BRENT J BEER,47.0,,6.401
1987,SAMUEL PERRY,41.0,,6.407
1987,KEN ROPP,36.0,,6.412
1987,ADAM LANNING III,57.0,,6.413
1987,CARL P WILCOX,30.0,,6.458
1987,MIKE K REYNOLDS,39.0,,6.463
1987,BOB ELLIS,41.0,,6.474
1987,JOHN F COPLEY,51.0,,6.491
1987,BARTON E HARRIS,22.0,,6.498
1987,ADOLPH C MONTANA,37.0,,6.516
1987,JOHN C MCHAFFIE,57.0,,6.537
1987,PETER MIKE GSTALDER,33.0,,6.578
1987,BUTCH SMART,34.0,,6.589
1987,VIRGIL E SCHLACK,65.0,,6.624
1987,CARL CERNIGLIA,36.0,,6.644
1987,PETER JOHNSON,43.0,,6.669
1987,HURLEY MITCHELL,40.0,,6.683
1987,DAWSON MASE,44.0,,6.695
1987,LYNN E MILLER,36.0,,6.695
1987,BRENTON H BUXTON,24.0,,6.699
1987,TERRY FORSHEE,31.0,,6.702
1987,DON VSETECKA,41.0,,6.708
1987,JAMES MCNAIR,44.0,,6.727
1987,HARRY TOLVE,40.0,,6.733
1987,WAYNE KOCINA,39.0,,6.755
1987,MARCUS GRAHAM,30.0,,6.86
1987,ARTHUR J KERNS,49.0,,6.872
1987,MICHAEL J DONOHOE,44.0,,6.899
1987,GREGORY H CUPP,35.0,,6.914
1987,JOHN HALE,64.0,,6.942
1987,ROMAN HOUGHT,38.0,,6.952
1987,JOHN G MCNAB,35.0,,6.961
1987,ROBERT GALBRAITH,46.0,,7.025
1987,Mike B THURMAN,21.0,,7.089
1987,JAMES FLUHARTY,31.0,,7.097
1987,DON DOLATA,36.0,,7.106
1987,GERALD G BROTHERTON,67.0,,7.115
1987,CHRIS FREDERICK,27.0,,7.161
1987,DONG NGO,49.0,,7.186
1987,DAVID RODRIGUEZ,39.0,,7.234
1987,STEVE R FULLER,39.0,,7.236
1987,OTIS EDGE,49.0,,7.237
1987,STEPHEN BALCH,37.0,,7.283
1987,DENNIS E WOLFE,34.0,,7.283
1987,MIKE FOLEY,53.0,,7.297
1987,TODD MATZ,24.0,,7.297
1987,CARL MAPPS,70.0,,7.339
1987,BILL GALLEGOS,57.0,,7.351
1987,DAVE THORPE,43.0,,7.361
1987,RONALD MORROW,38.0,,7.473
1987,MARIO C DELALOYE,57.0,,7.58
1987,JOHN ABRAHAMSSON,37.0,,7.601
1987,JOHN ARENDS,40.0,,7.615
1987,TOM PLEMONES,54.0,,7.616
1987,BODO H SCHULTZ,39.0,,7.639
1987,JAMES A KNOCHE,29.0,,7.64
1987,PETE LEE,39.0,,7.649
1987,RUSSELL MILLER,38.0,,7.763
1987,EDDIE BOWERS,51.0,,7.801
1987,CLIFTON CASTIGLIA,37.0,,7.804
1987,SAM GREEN,34.0,,7.823
1987,ROBERT W HANLE,34.0,,7.823
1987,JOHN ROTEN,29.0,,7.862
1987,JAMES E BURKE,51.0,,7.887
1987,JAMES R REEVE,45.0,,8.024
1987,CLARENCE GASS,46.0,,8.051
1987,LARRY D MAGEE,48.0,,8.092
1987,RONALD BUCHANAN,18.0,,8.126
1987,WENDELL HARPER,40.0,,8.128
1987,LAWRENCE MANNING,37.0,,8.269
1987,JOHN GRAY,44.0,,8.56
1987,BOB BLACK,48.0,,8.56
1987,RICHARD W MILLER,33.0,,8.655
1987,THOMAS M KING,24.0,,8.673
1987,DAVID DIXON,41.0,,8.758
1987,GARY SEAMAN,35.0,,8.773
1987,RICK E JOHNSON,38.0,,9.322
1987,TED DORITY,55.0,,9.329
1987,JOHN W HAMPTON,72.0,,9.788
1988,MATT CARPENTER,24.0,2.204,3.635
1988,SHELDON A LARSON,28.0,2.376,3.786
1988,STAN W FOX,32.0,2.367,3.863
1988,PAUL R BRENNAN,27.0,2.499,3.871
1988,TOM SOBAL,30.0,2.449,3.904
1988,JIM B HEIDELBERG,29.0,2.471,4.072
1988,MARK E BARBOUR,28.0,2.659,4.095
1988,BILL CUCULIC,28.0,2.551,4.106
1988,NEAL J BEIDLEMAN,28.0,2.706,4.157
1988,STEPHEN D SMALZEL,24.0,2.693,4.322
1988,RANDY G ISLER,31.0,2.721,4.368
1988,FRANCISCO GARCIA,31.0,2.744,4.377
1988,MARTIN QUINTERO,30.0,2.806,4.396
1988,DAVID MEDARA,25.0,2.81,4.461
1988,SCOTT O HIRST,27.0,2.905,4.463
1988,BRAD W BEARSHEART,26.0,2.903,4.485
1988,MICHAEL KUBITSCHEK,25.0,2.891,4.539
1988,BILL HINE,32.0,3.058,4.558
1988,WILLIAM SHERWOOD,30.0,3.007,4.567
1988,MARK M BLUESTEIN,38.0,2.986,4.576
1988,BRAD L SMITH,44.0,2.894,4.592
1988,KENNETH DAVIS,23.0,3.061,4.594
1988,JEFF TARBERT,43.0,2.951,4.595
1988,DANIEL DOBLER,23.0,2.968,4.636
1988,REX DOUGHERTY,43.0,3.047,4.638
1988,BOB H JOHNSTON,43.0,2.924,4.644
1988,EUGENE L WATSON,32.0,2.835,4.668
1988,WILLIAM R CORDOVA,35.0,2.924,4.676
1988,STEVE KAUFFMAN,25.0,2.908,4.69
1988,RICHARD E JOHNSON,46.0,2.845,4.694
1988,GREG BRUNSON,29.0,2.809,4.703
1988,HAAS,32.0,2.961,4.707
1988,MARK LANGFORD,25.0,2.904,4.711
1988,GORDON E HARDMAN,37.0,3.091,4.714
1988,JAMES A UMPLEBY,31.0,2.911,4.739
1988,JEFFREY D CHOWNING,27.0,3.06,4.742
1988,MICHAEL S TRAVIS,33.0,3.006,4.743
1988,FRANK MEZA,39.0,3.05,4.744
1988,ROBERT DODD,22.0,2.928,4.781
1988,RAYMOND BAILEY,31.0,3.006,4.79
1988,MICHAEL KING,33.0,3.009,4.796
1988,ADAM PINGSTON,26.0,2.886,4.806
1988,PAUL J JACOBS,26.0,2.808,4.816
1988,ROGER WASHBURN,40.0,3.014,4.817
1988,MIKE SWING,32.0,3.086,4.822
1988,JERRY JOE,24.0,3.028,4.823
1988,MARK DEAN,28.0,3.049,4.829
1988,BOB ANDERSON,43.0,3.116,4.889
1988,JOHN LAHOUD,33.0,3.002,4.901
1988,STEVE GALLEGOS,33.0,3.168,4.908
1988,PETER D FAIRCHILD,36.0,3.169,4.923
1988,ROGER PATRIZIO,32.0,3.141,4.925
1988,GENE MICHAL,30.0,3.131,4.935
1988,SKY FOURMAN,26.0,3.219,4.938
